Date,3MD-712-036_Profit,3MD-712-036_Avg. return on sales,3MD-712-036_Distinct count of order id,3MD-712-036_quantity,3MD-712-036_profitPerQuantitySold,3MD-712-036_profitPerOrderMade,ROS < Q1Start: 3MD-712-036,"1: Q1 <= ROS < Q2Start, 0: else: 3MD-712-036","1: Q2 <= ROS < Q3Start, 0: else: 3MD-712-036","1: Q3 <= ROS < Q4Start, 0: else: 3MD-712-036","1: Q4Start <= ROS < Q4End, 0: else: 3MD-712-036","1: ROS >  Q4End, 0: else: 3MD-712-036",DEN-80395_Profit,DEN-80395_Avg. return on sales,DEN-80395_Distinct count of order id,DEN-80395_quantity,DEN-80395_profitPerQuantitySold,DEN-80395_profitPerOrderMade,ROS < Q1Start: DEN-80395,"1: Q1 <= ROS < Q2Start, 0: else: DEN-80395","1: Q2 <= ROS < Q3Start, 0: else: DEN-80395","1: Q3 <= ROS < Q4Start, 0: else: DEN-80395","1: Q4Start <= ROS < Q4End, 0: else: DEN-80395",3MD-3525(TE)_Profit,3MD-3525(TE)_Avg. return on sales,3MD-3525(TE)_Distinct count of order id,3MD-3525(TE)_quantity,3MD-3525(TE)_profitPerQuantitySold,3MD-3525(TE)_profitPerOrderMade,ROS < Q1Start: 3MD-3525(TE),"1: Q1 <= ROS < Q2Start, 0: else: 3MD-3525(TE)","1: Q2 <= ROS < Q3Start, 0: else: 3MD-3525(TE)","1: Q3 <= ROS < Q4Start, 0: else: 3MD-3525(TE)","1: Q4Start <= ROS < Q4End, 0: else: 3MD-3525(TE)",SUL-21115_Profit,SUL-21115_Avg. return on sales,SUL-21115_Distinct count of order id,SUL-21115_quantity,SUL-21115_profitPerQuantitySold,SUL-21115_profitPerOrderMade,ROS < Q1Start: SUL-21115,"1: Q1 <= ROS < Q2Start, 0: else: SUL-21115","1: Q2 <= ROS < Q3Start, 0: else: SUL-21115","1: Q3 <= ROS < Q4Start, 0: else: SUL-21115","1: Q4Start <= ROS < Q4End, 0: else: SUL-21115",KER-31513(EU)_Profit,KER-31513(EU)_Avg. return on sales,KER-31513(EU)_Distinct count of order id,KER-31513(EU)_quantity,KER-31513(EU)_profitPerQuantitySold,KER-31513(EU)_profitPerOrderMade,ROS < Q1Start: KER-31513(EU),"1: Q1 <= ROS < Q2Start, 0: else: KER-31513(EU)","1: Q2 <= ROS < Q3Start, 0: else: KER-31513(EU)","1: Q3 <= ROS < Q4Start, 0: else: KER-31513(EU)","1: Q4Start <= ROS < Q4End, 0: else: KER-31513(EU)",3MD-3525(E)_Profit,3MD-3525(E)_Avg. return on sales,3MD-3525(E)_Distinct count of order id,3MD-3525(E)_quantity,3MD-3525(E)_profitPerQuantitySold,3MD-3525(E)_profitPerOrderMade,ROS < Q1Start: 3MD-3525(E),"1: Q1 <= ROS < Q2Start, 0: else: 3MD-3525(E)","1: Q2 <= ROS < Q3Start, 0: else: 3MD-3525(E)","1: Q3 <= ROS < Q4Start, 0: else: 3MD-3525(E)","1: Q4Start <= ROS < Q4End, 0: else: 3MD-3525(E)",DEN-610007_Profit,DEN-610007_Avg. return on sales,DEN-610007_Distinct count of order id,DEN-610007_quantity,DEN-610007_profitPerQuantitySold,DEN-610007_profitPerOrderMade,ROS < Q1Start: DEN-610007,"1: Q1 <= ROS < Q2Start, 0: else: DEN-610007","1: Q2 <= ROS < Q3Start, 0: else: DEN-610007","1: Q3 <= ROS < Q4Start, 0: else: DEN-610007","1: Q4Start <= ROS < Q4End, 0: else: DEN-610007",KER-33872_Profit,KER-33872_Avg. return on sales,KER-33872_Distinct count of order id,KER-33872_quantity,KER-33872_profitPerQuantitySold,KER-33872_profitPerOrderMade,ROS < Q1Start: KER-33872,"1: Q1 <= ROS < Q2Start, 0: else: KER-33872","1: Q2 <= ROS < Q3Start, 0: else: KER-33872","1: Q3 <= ROS < Q4Start, 0: else: KER-33872","1: Q4Start <= ROS < Q4End, 0: else: KER-33872",KRO-KRM302_Profit,KRO-KRM302_Avg. return on sales,KRO-KRM302_Distinct count of order id,KRO-KRM302_quantity,KRO-KRM302_profitPerQuantitySold,KRO-KRM302_profitPerOrderMade,ROS < Q1Start: KRO-KRM302,"1: Q1 <= ROS < Q2Start, 0: else: KRO-KRM302","1: Q2 <= ROS < Q3Start, 0: else: KRO-KRM302","1: Q3 <= ROS < Q4Start, 0: else: KRO-KRM302","1: Q4Start <= ROS < Q4End, 0: else: KRO-KRM302",3MD-56877_Profit,3MD-56877_Avg. return on sales,3MD-56877_Distinct count of order id,3MD-56877_quantity,3MD-56877_profitPerQuantitySold,3MD-56877_profitPerOrderMade,ROS < Q1Start: 3MD-56877,"1: Q1 <= ROS < Q2Start, 0: else: 3MD-56877","1: Q2 <= ROS < Q3Start, 0: else: 3MD-56877","1: Q3 <= ROS < Q4Start, 0: else: 3MD-56877","1: Q4Start <= ROS < Q4End, 0: else: 3MD-56877",KER-36052(EU)_Profit,KER-36052(EU)_Avg. return on sales,KER-36052(EU)_Distinct count of order id,KER-36052(EU)_quantity,KER-36052(EU)_profitPerQuantitySold,KER-36052(EU)_profitPerOrderMade,ROS < Q1Start: KER-36052(EU),"1: Q1 <= ROS < Q2Start, 0: else: KER-36052(EU)","1: Q2 <= ROS < Q3Start, 0: else: KER-36052(EU)","1: Q3 <= ROS < Q4Start, 0: else: KER-36052(EU)","1: Q4Start <= ROS < Q4End, 0: else: KER-36052(EU)",3MD-31642(E)_Profit,3MD-31642(E)_Avg. return on sales,3MD-31642(E)_Distinct count of order id,3MD-31642(E)_quantity,3MD-31642(E)_profitPerQuantitySold,3MD-31642(E)_profitPerOrderMade,ROS < Q1Start: 3MD-31642(E),"1: Q1 <= ROS < Q2Start, 0: else: 3MD-31642(E)","1: Q2 <= ROS < Q3Start, 0: else: 3MD-31642(E)","1: Q3 <= ROS < Q4Start, 0: else: 3MD-31642(E)","1: Q4Start <= ROS < Q4End, 0: else: 3MD-31642(E)",KOD-1753664(E)_Profit,KOD-1753664(E)_Avg. return on sales,KOD-1753664(E)_Distinct count of order id,KOD-1753664(E)_quantity,KOD-1753664(E)_profitPerQuantitySold,KOD-1753664(E)_profitPerOrderMade,ROS < Q1Start: KOD-1753664(E),"1: Q1 <= ROS < Q2Start, 0: else: KOD-1753664(E)","1: Q2 <= ROS < Q3Start, 0: else: KOD-1753664(E)","1: Q3 <= ROS < Q4Start, 0: else: KOD-1753664(E)","1: Q4Start <= ROS < Q4End, 0: else: KOD-1753664(E)",SIR-6176528_Profit,SIR-6176528_Avg. return on sales,SIR-6176528_Distinct count of order id,SIR-6176528_quantity,SIR-6176528_profitPerQuantitySold,SIR-6176528_profitPerOrderMade,ROS < Q1Start: SIR-6176528,"1: Q1 <= ROS < Q2Start, 0: else: SIR-6176528","1: Q2 <= ROS < Q3Start, 0: else: SIR-6176528","1: Q3 <= ROS < Q4Start, 0: else: SIR-6176528","1: Q4Start <= ROS < Q4End, 0: else: SIR-6176528",KUL-65872354_Profit,KUL-65872354_Avg. return on sales,KUL-65872354_Distinct count of order id,KUL-65872354_quantity,KUL-65872354_profitPerQuantitySold,KUL-65872354_profitPerOrderMade,ROS < Q1Start: KUL-65872354,"1: Q1 <= ROS < Q2Start, 0: else: KUL-65872354","1: Q2 <= ROS < Q3Start, 0: else: KUL-65872354","1: Q3 <= ROS < Q4Start, 0: else: KUL-65872354","1: Q4Start <= ROS < Q4End, 0: else: KUL-65872354",DEN-666220_Profit,DEN-666220_Avg. return on sales,DEN-666220_Distinct count of order id,DEN-666220_quantity,DEN-666220_profitPerQuantitySold,DEN-666220_profitPerOrderMade,ROS < Q1Start: DEN-666220,"1: Q1 <= ROS < Q2Start, 0: else: DEN-666220","1: Q2 <= ROS < Q3Start, 0: else: DEN-666220","1: Q3 <= ROS < Q4Start, 0: else: DEN-666220","1: Q4Start <= ROS < Q4End, 0: else: DEN-666220",KER-33351_Profit,KER-33351_Avg. return on sales,KER-33351_Distinct count of order id,KER-33351_quantity,KER-33351_profitPerQuantitySold,KER-33351_profitPerOrderMade,ROS < Q1Start: KER-33351,"1: Q1 <= ROS < Q2Start, 0: else: KER-33351","1: Q2 <= ROS < Q3Start, 0: else: KER-33351","1: Q3 <= ROS < Q4Start, 0: else: KER-33351","1: Q4Start <= ROS < Q4End, 0: else: KER-33351",3MD-6020A2(E)_Profit,3MD-6020A2(E)_Avg. return on sales,3MD-6020A2(E)_Distinct count of order id,3MD-6020A2(E)_quantity,3MD-6020A2(E)_profitPerQuantitySold,3MD-6020A2(E)_profitPerOrderMade,ROS < Q1Start: 3MD-6020A2(E),"1: Q1 <= ROS < Q2Start, 0: else: 3MD-6020A2(E)","1: Q2 <= ROS < Q3Start, 0: else: 3MD-6020A2(E)","1: Q3 <= ROS < Q4Start, 0: else: 3MD-6020A2(E)","1: Q4Start <= ROS < Q4End, 0: else: 3MD-6020A2(E)",3MD-712-035_Profit,3MD-712-035_Avg. return on sales,3MD-712-035_Distinct count of order id,3MD-712-035_quantity,3MD-712-035_profitPerQuantitySold,3MD-712-035_profitPerOrderMade,ROS < Q1Start: 3MD-712-035,"1: Q1 <= ROS < Q2Start, 0: else: 3MD-712-035","1: Q2 <= ROS < Q3Start, 0: else: 3MD-712-035","1: Q3 <= ROS < Q4Start, 0: else: 3MD-712-035","1: Q4Start <= ROS < Q4End, 0: else: 3MD-712-035",SIR-6176510_Profit,SIR-6176510_Avg. return on sales,SIR-6176510_Distinct count of order id,SIR-6176510_quantity,SIR-6176510_profitPerQuantitySold,SIR-6176510_profitPerOrderMade,ROS < Q1Start: SIR-6176510,"1: Q1 <= ROS < Q2Start, 0: else: SIR-6176510","1: Q2 <= ROS < Q3Start, 0: else: SIR-6176510","1: Q3 <= ROS < Q4Start, 0: else: SIR-6176510","1: Q4Start <= ROS < Q4End, 0: else: SIR-6176510","1:  ROS > Q4End, 0: else: SIR-6176510"
2019-January-2,0,0,0,0,0,0,1,0,0,0,0,,532,0.4321,2,10,53,266,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,58,0.5289,1,1,58,58,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108,0.4889,3,5,22,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,79,0.4046,2,30,3,39,0,0,1,0,0,117,0.5871,1,2,59,117,0,0,0,0,1,81,0.4996,1,2,40,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92,0.3944,1,10,9,92,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0.4891,1,1,22,22,0,0,0,0,1,283,0.3149,2,20,14,142,0,1,0,0,0,32,0.4046,1,12,3,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,0.4264,3,8,10,26,0,0,0,1,0,94,0.6997,1,1,94,94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-4,0,0,0,0,0,0,1,0,0,0,0,,106,0.4321,1,2,53,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0.4891,2,2,22,22,0,0,0,0,1,219,0.3085,5,16,14,44,0,1,0,0,0,29,0.4938,2,8,4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,283,0.6997,2,3,94,142,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-7,132,0.7567,1,1,132,132,0,0,0,0,1,,585,0.4321,4,11,53,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,0.4889,1,3,22,65,0,0,0,0,1,269,0.3085,5,20,13,54,0,1,0,0,0,84,0.4046,3,32,3,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,0.4442,2,5,26,65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0.402,2,7,9,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-8,490,0.742,2,4,122,245,0,0,0,0,1,,478,0.4321,3,9,53,159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,323,0.5155,2,6,54,162,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,0.489,2,3,22,32,0,0,0,0,1,207,0.3021,5,16,13,41,0,1,0,0,0,79,0.4046,3,30,3,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.4996,1,2,40,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,104,0.4442,1,4,26,104,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,240,0.3944,2,26,9,120,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-9,245,0.742,2,2,122,122,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0.5246,2,2,57,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300,0.2957,5,24,12,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,363,0.4442,3,14,26,121,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-10,122,0.742,1,1,122,122,0,0,0,0,1,,159,0.4321,1,3,53,159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,0.5246,3,3,57,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,0.4889,1,4,22,86,0,0,0,0,1,278,0.302,6,21,13,46,0,1,0,0,0,58,0.4046,2,22,3,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0.4934,4,12,39,118,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,104,0.4442,1,4,26,104,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0.3944,1,4,9,37,0,0,1,0,0,94,0.6997,1,1,94,94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-11,122,0.742,1,1,122,122,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0.5246,3,5,57,95,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0.4891,1,1,22,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,53,0.4046,1,20,3,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,0.6997,1,1,94,94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-14,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0.5246,3,4,57,76,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0.4889,1,2,22,43,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,53,0.4046,2,20,3,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,326,0.1896,6,9,36,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0.3812,1,6,9,52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-January-15,245,0.742,1,2,122,245,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0.5246,1,2,57,114,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0.4879,3,3,21,21,0,0,0,0,1,87,0.3114,3,7,12,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0.4596,1,3,34,103,0,0,0,1,0,531,0.1879,5,15,35,106,1,0,0,0,0,127,0.4374,2,5,25,63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,0.4001,3,8,9,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
