date,order id,item,country,order city,order state,quantity,revenue,total cost,profit
04-02-2019,114-8855527-9535400,MOL-295300,,WILLIAMSBURG,VA,1,18,15.43,2.57
04-02-2019,111-8923550-8730646,MDL-NON80328,,WESTPORT,CT,1,9.9,9.33,0.57
04-02-2019,112-6769969-6132227,MOL-295300,,CLIFFWOOD,NJ,1,18,18.13,-0.13
04-02-2019,112-6769969-6132227,MOL-295300,,CLIFFWOOD,NJ,1,18,12.73,5.27
04-02-2019,114-0417627-9255436,3MM-1626W(10),,Morro Bay,CA,1,6.05,5.37,0.68
04-02-2019,112-8286427-5214652,MOL-295300,,Colfax,WA,4,72,61.72,10.28
04-02-2019,112-2797423-7828229,MOL-281000,,Hudson,WI,2,27.76,23.88,3.88
04-02-2019,111-0030377-6271463,MDL-NON80328,,SOMERVILLE,MA,1,8.5,9.14,-0.64
04-02-2019,111-4247386-8269856,3MM-2113R,,FLUSHING,NY,1,79,65.15,13.85
04-02-2019,111-3857411-5984258,MOL-281000,,DOVER FOXCROFT,ME,1,13.88,11.94,1.94
04-02-2019,112-0545181-5927458,MDL-NON80328,,FORT WORTH,TX,1,9.9,9.33,0.57
04-02-2019,111-9203112-2653803,3MM-R1547(50 PACK),,CORONA,CA,2,51.72,40.88,10.84
04-02-2019,114-1608876-5591457,MDL-NON80328,,Holmes,NY,1,9.9,9.33,0.57
04-02-2019,112-5371482-2058669,MDL-NON80328,,ALABASTER,AL,1,9.9,10.52,-0.62
04-02-2019,112-5371482-2058669,MDL-NON80328,,ALABASTER,AL,1,9.9,8.14,1.76
04-02-2019,112-9795933-8612246,MDL-NON80328,,WAUKESHA,WI,1,9.9,9.33,0.57
04-02-2019,113-9592261-3512253,MDL-NON80328,,PROSPER,TX,1,9.9,9.33,0.57
04-02-2019,111-3232354-0840201,MOL-295300,,Huntsville,AL,1,18,15.43,2.57
04-02-2019,112-5178930-5456252,TOR-MS407W,,BELL,CA,1,13.9,10.9,3
04-02-2019,114-3796542-5613065,MDL-NON80328,,VIENNA,VA,1,9.9,9.33,0.57
04-02-2019,111-8362910-8153867,MOL-295300,,MARS HILL,ME,1,18,15.43,2.57
04-02-2019,114-0191330-2535472,MOL-1443-1,,LOGAN,UT,1,19,20.68,-1.68
04-02-2019,114-1852169-3541012,MOL-295300,,Norwalk,CA,3,54,46.29,7.71
04-02-2019,113-5637498-4456246,MDL-NON80328,,RUNNEMEDE,NJ,1,9.9,9.33,0.57
04-02-2019,112-7540408-1229055,MDL-NON80328,,FRANKFORT,KY,1,9.9,9.33,0.57
04-02-2019,113-7267773-1579408,MDL-NON80328,,SIMPSONVILLE,KY,1,9.9,9.33,0.57
04-02-2019,114-2961919-2125025,MOL-295300,,NEW LONDON,CT,1,18,15.43,2.57
04-02-2019,114-2961919-2125025,MOL-295300,,NEW LONDON,CT,1,18,15.43,2.57
04-02-2019,114-7631515-3414631,MOL-295300,,SANFORD,ME,1,20,15.73,4.27
04-02-2019,114-2916750-4356223,MOL-295300,,RHINE,GA,2,36,52.46,-16.46
04-02-2019,114-2916750-4356223,MOL-295300,,RHINE,GA,8,144,101.84,42.16
04-02-2019,111-8223142-6689065,MDL-NON80328,,Portland,OR,1,9.9,14.65,-4.75
04-02-2019,111-9799639-4957007,3MM-1626W(10),,Alto,GA,2,12.1,10.74,1.36
04-02-2019,112-4761540-6140225,MDL-NON80328,,FRISCO,TX,1,9.9,9.33,0.57
04-02-2019,113-7743669-6091469,3MM-2113R,,FREMONT,CA,1,79,65.15,13.85
04-02-2019,112-7632410-3461825,3MM-1539(20),,SEATTLE,WA,1,20.5,17.27,3.23
04-02-2019,111-7592852-2795425,TOR-MS407W,,LEWISVILLE,TX,1,13.9,10.9,3
04-02-2019,113-7836369-7288236,WEL-5079135,,Bryan,TX,1,90,15.51,74.49
04-02-2019,112-1191421-8625810,MDL-NON80328,,LAKEWOOD RANCH,FL,1,9.9,9.33,0.57
04-02-2019,111-7890270-2176206,MOL-281200-1,,STATEN ISLAND,NY,1,13.6,14.79,-1.19
04-02-2019,111-7890270-2176206,MOL-281200-1,,STATEN ISLAND,NY,1,13.6,9.67,3.93
04-02-2019,111-7890270-2176206,MOL-281200-1,,STATEN ISLAND,NY,1,13.6,8.67,4.93
04-02-2019,111-3393695-4229012,MOL-1443-1,,New York,NY,2,38,33.38,4.62
04-02-2019,112-8543786-6637058,MOL-281000,,FT MYERS,FL,1,13.88,11.94,1.94
04-02-2019,111-0852085-1740260,MDL-NON80328,,NEDERLAND,TX,1,9.9,9.33,0.57
04-02-2019,114-7498874-1021849,MOL-1443-1,,Narragansett,RI,1,19,16.69,2.31
04-02-2019,111-5070308-0558621,3MM-2560(50),,WOODBRIDGE,VA,3,22.47,23.53,-1.06
04-02-2019,111-5070308-0558621,3MM-2560(50),,WOODBRIDGE,VA,2,14.98,12.84,2.14
04-02-2019,111-2623435-1657023,MDL-NON80328,,OKLAHOMA CITY,OK,1,9.9,9.33,0.57
04-02-2019,114-4947376-6009054,MOL-281000,,ELIOT,ME,1,13.88,11.94,1.94
04-02-2019,112-4809668-4608226,3MM-1626W(10),,NAPERVILLE,IL,1,6.07,5.37,0.7
04-02-2019,112-9826542-4224202,MOL-295300,,Middleton,ID,1,18,15.43,2.57
04-02-2019,114-2127419-2221805,MOL-1443-1,,PEAPACK,NJ,1,19,16.69,2.31
04-02-2019,112-3182300-7679462,3MM-2560(50),,MOUNT JULIET,TN,8,59.92,60.35,-0.43
04-02-2019,112-3182300-7679462,3MM-2560(50),,MOUNT JULIET,TN,2,14.98,12.84,2.14
04-02-2019,112-9176607-7339451,MDL-NON80328,,BRISTOL,VA,1,9.9,13.32,-3.42
04-02-2019,112-1619690-8469005,MDL-NON80328,,SAN ANTONIO,TX,1,9.9,9.33,0.57
04-02-2019,114-6614197-6597860,MOL-281000,,PLAINVILLE,CT,1,13.88,11.94,1.94
04-02-2019,111-2684226-2725842,3MM-1626W(10),,MERKEL,TX,1,6.05,5.37,0.68
04-02-2019,114-6758421-0077061,MDL-NON80328,,JONESBORO,AR,1,9.9,9.33,0.57
04-02-2019,111-9086714-7336215,3MM-1626W(10),,VANCOUVER,WA,1,6.05,5.37,0.68
04-02-2019,114-2256381-5939420,MOL-1443-1,,SHREVEPORT,LA,1,19,16.69,2.31
04-02-2019,112-4418914-0609843,MOL-281000,,MARCO ISLAND,FL,1,13.88,11.94,1.94
04-02-2019,112-4319244-0021869,MOL-295300,,West Covina,CA,1,18,15.43,2.57
04-02-2019,113-3442309-6975433,MOL-1443-1,,LANCASTER,OH,2,38,41.19,-3.19
04-02-2019,112-4475362-5524231,MOL-281000,,Provo,UT,1,13.88,11.94,1.94
04-02-2019,111-7890270-2176206,MOL-281200-1,,STATEN ISLAND,NY,1,13.6,10.71,2.89
04-02-2019,113-7280111-4047460,MOL-295300,,Carlsbad,CA,1,18,15.43,2.57
04-02-2019,111-7400840-5653006,MDL-NON80328,,MARION,SC,6,59.4,79.65,-20.25
04-02-2019,111-7400840-5653006,MDL-NON80328,,MARION,SC,2,19.8,16.28,3.52
04-02-2019,111-7400840-5653006,MDL-NON80328,,MARION,SC,2,19.8,16.28,3.52
04-02-2019,112-0156812-7677861,MOL-281000,,LEHI,UT,1,13.88,11.94,1.94
04-02-2019,114-2786903-8529807,MDL-NON80328,,West Des Moines,IA,1,9.9,9.33,0.57
04-02-2019,114-1725757-7679417,SOT-140176,,FAIR LAWN,NJ,1,32.95,31.54,1.41
04-02-2019,112-0639188-4906612,MDL-NON80328,,LITTLE ELM,TX,1,9.9,9.33,0.57
04-02-2019,111-7540460-1619463,MDL-NON80328,,Bristol,VA,1,9.9,9.33,0.57
04-02-2019,113-5715557-9096206,MDL-NON80328,,NEWTON,IL,1,9.9,9.33,0.57
04-02-2019,113-6207227-4763412,TOR-MS407W,,Reno,NV,1,13.9,10.9,3
04-02-2019,114-4381265-2449068,MDL-NON80328,,SALEM,OR,1,9.9,9.33,0.57
04-02-2019,114-0048700-9793055,MDL-NON80328,,PALM BEACH GARDENS,FL,1,9.9,9.33,0.57
04-02-2019,114-6658247-8865803,3MM-1626W(10),,oakland,CA,2,12.1,10.74,1.36
04-02-2019,112-6195478-7961815,3MM-1626W(10),,TEMPE,AZ,1,6.05,5.37,0.68
04-02-2019,113-8359840-1825861,MDL-NON80328,,LOCUST GROVE,GA,1,9.9,9.33,0.57
04-02-2019,113-6138754-1801812,MDL-NON80328,,ELLENWOOD,GA,2,19.8,23.42,-3.62
04-02-2019,113-6138754-1801812,MDL-NON80328,,ELLENWOOD,GA,2,19.8,16.28,3.52
04-02-2019,113-6138754-1801812,MDL-NON80328,,ELLENWOOD,GA,2,19.8,16.28,3.52
04-02-2019,112-1015352-4034618,3MM-2560(50),,WEDOWEE,AL,1,7.49,7.42,0.07
04-02-2019,112-4273891-1569043,MOL-295300,,marion,OH,1,18,15.43,2.57
04-02-2019,112-5000778-8437020,MOL-295300,,FARMINGTON HILLS,MI,2,36.02,30.86,5.16
05-02-2019,114-9653188-4127436,MOL-295300,,Modesto,CA,1,18,15.43,2.57
05-02-2019,112-8596840-2833860,MDL-NON80328,,GAINESVILLE,FL,1,9.9,9.33,0.57
05-02-2019,112-9069712-6977005,MDL-NON80328,,GAINESVILLE,FL,1,9.9,9.33,0.57
05-02-2019,111-0910393-3928239,TOR-MS407W,,NAPPANEE,IN,1,13.9,10.9,3
05-02-2019,113-9006553-1102603,MDL-NON80328,,FONTANA,CA,1,9.9,9.27,0.63
05-02-2019,114-0594342-4917807,3MM-1626W-25 PACK,,HILLSBOROUGH,NC,1,10.35,3.96,6.39
05-02-2019,114-2910706-8829807,MDL-NON80328,,Austin,TX,1,9.9,9.33,0.57
05-02-2019,112-8300029-5072220,WEL-52432-U,,EL PASO,TX,1,36.8,29.73,7.07
05-02-2019,113-9806646-9881058,MDL-NON80328,,STANARDSVILLE,VA,1,9.9,9.33,0.57
05-02-2019,111-7526618-0188207,3MM-2560(50),,HAYDEN,ID,2,14.98,14.84,0.14
05-02-2019,111-8556997-1338607,MDL-NON80328,,Dallas,TX,2,19.8,20.81,-1.01
05-02-2019,113-1897144-5615412,MDL-NON80328,,DALLAS,TX,1,9.9,15.32,-5.42
05-02-2019,112-3443565-4802605,3MM-R1547(10),,PITTSFORD,NY,1,7.05,5.81,1.24
05-02-2019,114-2330112-6634621,3MM-R1547(10),,SUNNYVALE,CA,1,7.05,5.81,1.24
05-02-2019,111-2404134-8812232,MDL-NON80328,,EGG HARBOR TOWNSHIP,NJ,1,9.9,9.33,0.57
05-02-2019,113-2493226-0537011,SOT-140176,,elizabethtown,PA,1,32.95,31.54,1.41
05-02-2019,114-6634094-1652251,MDL-NON80328,,SELINSGROVE,PA,1,9.9,9.33,0.57
05-02-2019,113-4898986-1249829,MDL-NON80328,,BROCKTON,MA,1,9.9,9.33,0.57
05-02-2019,114-8213737-8313019,3MM-1539(20),,HARRISBURG,PA,1,20.5,17.27,3.23
05-02-2019,112-3012730-9633022,MOL-281000,,Silver Spring,MD,1,13.88,15.93,-2.05
05-02-2019,113-6753322-3516225,MOL-295300,,BLAIRSTOWN,NJ,1,18.01,15.43,2.58
05-02-2019,114-5041576-4443459,3MM-1626W-25 PACK,,DENHAM SPRINGS,LA,1,10.35,3.73,6.62
05-02-2019,112-4208887-3834627,MOL-281200-1,,makawao,HI,1,13.5,11.7,1.8
05-02-2019,113-0523604-1571429,MOL-1437-1,,LEESBURG,VA,1,19.4,14.62,4.78
05-02-2019,113-2706261-6561838,3MM-1539,,CENTENNIAL,CO,1,18.52,14.22,4.3
05-02-2019,114-0119048-9027425,3MM-1626W(10),,NOWTHEN,MN,2,12.1,10.74,1.36
05-02-2019,111-3393695-4229012,MOL-1437-1,,New York,NY,1,19.4,17.53,1.87
05-02-2019,111-3393695-4229012,MOL-1437-1,,New York,NY,1,19.4,11.71,7.69
05-02-2019,111-9761082-2757802,MDL-NON80328,,ENGLEWOOD CLIFFS,NJ,1,9.9,9.33,0.57
05-02-2019,113-5204842-3116224,3MM-2560(50),,Pinehurst,ID,1,7.49,9.12,-1.63
05-02-2019,112-8139368-4922634,MDL-NON80328,,Lancaster,PA,1,9.9,9.33,0.57
05-02-2019,113-5311811-1573827,MOL-295600,,PINE BLUFF,AR,1,42,38.55,3.45
05-02-2019,114-0955990-7097031,MDL-NON80328,,NEW BERLIN,WI,4,39.6,37.32,2.28
05-02-2019,112-4427021-8793012,MOL-281000,,LEWES,DE,3,41.64,35.82,5.82
05-02-2019,111-3419257-0686654,WEL-52434-U(850),,TUPELO,MS,1,29.99,26.29,3.7
05-02-2019,113-8297544-9555435,3MM-2560(50),,SAN ANTONIO,TX,2,14.98,15.84,-0.86
05-02-2019,113-8297544-9555435,3MM-2560(50),,SAN ANTONIO,TX,1,7.49,6.42,1.07
05-02-2019,111-4998555-8728236,3MM-1626W-25 PACK,,PLEASANTON,CA,1,10.35,9.95,0.4
05-02-2019,113-9935426-6532226,SOT-160172,,BROOKS,GA,1,18.95,13.71,5.24
05-02-2019,113-9888435-7653063,MOL-1451,,THOMSON,IL,1,19,17.88,1.12
05-02-2019,114-7940229-4384204,MOL-281000,,HENDERSONVILLE,NC,3,41.64,35.82,5.82
05-02-2019,111-6919372-5265832,MDL-NON80328,,VALENCIA,CA,1,9.9,9.33,0.57
05-02-2019,113-1315781-2495456,3MM-R1541+R1547(10 PACK/5 EACH),,CONCHO,AZ,1,8.73,5.47,3.26
05-02-2019,114-8724779-4625814,WEL-52432-U(34 PACK),,YUKON,OK,1,9.21,3.35,5.86
05-02-2019,111-8091985-1483454,3MM-R1547(10),,SARASOTA,FL,2,14.1,10.62,3.48
05-02-2019,114-7587961-3170607,3MM-R1540 (10),,Bowling Green,KY,1,5.41,4.68,0.73
05-02-2019,114-2359427-2207436,WEL-52432-U,,HOLMDEL,NJ,1,36.8,29.73,7.07
05-02-2019,113-2056696-1089011,3MM-1624W(B),,BARTLESVILLE,OK,1,18.01,14.89,3.12
05-02-2019,112-4855138-8285056,MDL-NON80328,,LAKE ARROWHEAD,CA,1,9.9,9.33,0.57
05-02-2019,113-1636805-0303411,MOL-281000,,PETERBOROUGH,NH,1,13.88,11.94,1.94
05-02-2019,113-6649784-0839436,MOL-1437-1,,Harrisburg,PA,1,19.4,14.62,4.78
05-02-2019,114-7712182-5808247,MOL-1437-1,,WYNNEWOOD,PA,1,19.4,14.62,4.78
05-02-2019,114-9456877-5896252,MDL-NON80328,,HOLLYWOOD,FL,1,9.9,9.33,0.57
05-02-2019,114-6426269-7268228,MOL-295300,,BETHESDA,MD,1,18.01,15.43,2.58
05-02-2019,113-7897907-6425838,3MM-1626W(C),,JOLIET,IL,1,18.89,15.28,3.61
05-02-2019,111-8759357-6813004,MDL-NON80328,,MIAMI,FL,1,9.9,9.33,0.57
05-02-2019,114-6155774-6080238,3MM-R1546(50),,AUSTIN,TX,1,24.75,20.18,4.57
05-02-2019,112-1896961-4610606,MOL-1437-1,,TREVOR,WI,1,19.4,14.62,4.78
05-02-2019,111-5623077-8569065,MOL-1443-1,,MIDLOTHIAN,TX,1,19,16.69,2.31
05-02-2019,112-3415324-0052247,MDL-NON80328,,HERNDON,VA,1,9.9,9.33,0.57
05-02-2019,112-3697960-1715429,3MM-1626W-25 PACK,,Lincolnshire,IL,1,10.35,3.96,6.39
05-02-2019,114-3623714-6690645,3MM-1626W(10),,RANCHO MURIETA,CA,1,6.05,5.37,0.68
05-02-2019,113-1559065-8191444,3MM-1539(20),,NORTHBROOK,IL,1,20.5,17.11,3.39
05-02-2019,114-6452736-9690666,3MM-1626W(10),,PHOENIX,AZ,1,6.05,5.37,0.68
05-02-2019,114-7280189-6605038,3MM-1626W(10),,ODESSA,TX,3,18.15,16.11,2.04
05-02-2019,114-5144519-0147422,MOL-1443-1,,CALISTOGA,CA,1,19,28.62,-9.62
05-02-2019,112-6411343-1877845,MOL-281000,,Sacramento,CA,2,27.76,23.88,3.88
05-02-2019,113-8297544-9555435,3MM-2560(50),,SAN ANTONIO,TX,1,7.49,8.42,-0.93
05-02-2019,113-8297544-9555435,3MM-2560(50),,SAN ANTONIO,TX,1,7.49,6.42,1.07
05-02-2019,113-0284447-2341062,MOL-295600,,Port Angeles,WA,1,42,38.55,3.45
05-02-2019,111-9549274-5901855,MDL-NON80328,,WOBURN,MA,1,9.9,9.33,0.57
05-02-2019,112-9269628-2041837,3MM-1626W-25 PACK,,FOREST HILLS,NY,1,10.35,6.95,3.4
06-02-2019,113-9422040-3932220,MOL-295300,,Redlands,CA,1,18,15.43,2.57
06-02-2019,112-8348379-2191412,3MM-R1546 (5),,Charlottesville,VA,1,5.94,4.3,1.64
06-02-2019,112-9664186-9465802,3MM-R1546 (5),,REDFIELD,SD,5,29.7,16.06,13.64
06-02-2019,113-9543129-2960264,3MM-R1546 (5),,WILLISTON,FL,1,5.92,4.3,1.62
06-02-2019,113-7896937-7480243,MDL-NON80328,,SALEM,OR,1,9.9,9.33,0.57
06-02-2019,111-4674712-8063420,MDL-NON80328,,BLACK MOUNTAIN,NC,1,9.9,9.33,0.57
06-02-2019,113-3685838-9423418,MDL-NON80328,,SYLVANIA,GA,1,9.9,9.33,0.57
06-02-2019,111-8725828-5207408,3MM-R1546(50),,MECHANICSVILLEn,VA,1,24.75,20.18,4.57
06-02-2019,112-5508797-8272243,MOL-1437-1,,MELBOURNE,FL,1,19.4,17.53,1.87
06-02-2019,112-5508797-8272243,MOL-1437-1,,MELBOURNE,FL,1,19.4,11.71,7.69
06-02-2019,114-4869936-9165040,MOL-295300,,OCONTO FALLS,WI,2,36,30.86,5.14
06-02-2019,111-6414969-7805057,MOL-1443-1,,SPICEWOOD,TX,1,19,16.69,2.31
06-02-2019,113-3125305-1479431,3MM-1539(20),,SALEM,OR,1,20.5,17.27,3.23
06-02-2019,111-2509896-8588259,3MM-R1540 (10),,GREAT NECK,NY,1,5.41,4.68,0.73
06-02-2019,112-7298135-9766669,WEL-52432-U(34 PACK),,RALLS,TX,1,9.21,3.35,5.86
06-02-2019,114-3247761-2081065,WEL-24400U,,Durango,CO,1,7.75,6.26,1.49
06-02-2019,111-9876689-5493838,3MM-R1541+R1547(10 PACK/5 EACH),,LAFAYETTE,CA,1,8.73,5.47,3.26
06-02-2019,114-6464816-8061818,WEL-52432-U(34 PACK),,New Haven,CT,1,9.21,3.35,5.86
06-02-2019,113-3438993-1225804,3MM-R1540 (10),,phoenix,AZ,1,5.41,4.68,0.73
06-02-2019,111-9836617-6468256,MDL-NON80328,,RIVERDALE,GA,1,9.9,9.33,0.57
06-02-2019,111-6177496-9665859,MOL-1437-1,,ELLERSLIE,MD,1,19.4,14.62,4.78
06-02-2019,113-0418395-9504222,TOR-MS407W,,Jenera,OH,1,13.9,10.9,3
06-02-2019,112-6419158-1869817,TOR-MS407W,,MOBILE,AL,1,13.9,10.9,3
06-02-2019,111-4224314-4574601,3MM-R1547(10),,MARYSVILLE,WA,1,7.05,5.81,1.24
06-02-2019,112-0190859-0072249,WEL-24400U,,GULF BREEZE,FL,4,31,22.04,8.96
06-02-2019,112-1418540-4926644,3MM-1624W(B),,GRAHAM,WA,1,18.01,14.89,3.12
06-02-2019,111-4111997-1533050,3MM-1626W(10),,Shakopee,MN,1,6.05,5.37,0.68
06-02-2019,112-2293360-8427443,MDL-NON80328,,WAKE FOREST,NC,1,9.9,9.33,0.57
06-02-2019,111-0172981-4277830,MDL-NON80328,,AUSTIN,TX,1,9.9,9.33,0.57
06-02-2019,112-0479547-1039458,3MM-R1546 (5),,SCOTTSDALE,AZ,1,5.93,4.3,1.63
06-02-2019,114-8461914-4703450,MOL-1443-1,,GATESVILLE,TX,1,19,16.69,2.31
06-02-2019,113-7175731-3568228,MDL-NON80328,,POMONA,CA,1,9.9,9.27,0.63
06-02-2019,111-3602696-7642645,3MM-1624W(B),,Appleton,MN,1,18.01,18.88,-0.87
06-02-2019,112-5854357-3981043,3MM-R1547(10),,Soquel,CA,1,7.05,5.81,1.24
06-02-2019,111-5827662-1153856,3MM-R1547(10),,SAN JOSE,CA,1,7.05,5.81,1.24
06-02-2019,114-1443395-5981014,3MM-R1541(20),,HARLINGEN,TX,1,7.6,6.51,1.09
06-02-2019,113-4890598-1455458,3MM-R1541(20),,ELKHART,KS,1,7.6,6.51,1.09
06-02-2019,112-5890587-4059457,3MM-R1547(10),,DENVER,CO,1,7.05,5.81,1.24
06-02-2019,113-8708378-6085800,3MM-R1547(10),,TUCSON,AZ,1,7.05,5.81,1.24
06-02-2019,112-4654755-8754631,3MM-R1547(10),,NANUET,NY,1,7.05,5.81,1.24
06-02-2019,111-7488667-3873857,3MM-R1547(10),,HOPEWELL,VA,1,7.05,5.81,1.24
06-02-2019,112-5865805-2925049,3MM-R1547(10),,TEMECULA,CA,1,7.05,5.81,1.24
06-02-2019,112-9794355-6085811,3MM-R1547(10),,SEASIDE,OR,1,7.05,5.81,1.24
06-02-2019,112-8525780-4686658,MDL-NON80328,,TULSA,OK,1,9.9,9.21,0.69
06-02-2019,114-0536422-2145816,3MM-1626W(B),,BAXLEY,GA,1,20,16.01,3.99
06-02-2019,114-0765531-9195408,SOT-140174,,CHARLOTTE,NC,1,44.97,33.35,11.62
06-02-2019,111-8578688-2206644,SOT-140174,,GRAPEVINE,TX,1,44.97,33.35,11.62
06-02-2019,113-1088777-4161003,3MM-1527-2,,WEST MONROE,LA,3,38.25,32.76,5.49
06-02-2019,112-9988026-5035400,3MM-1527-2,,ENTERPRISE,AL,1,12.75,10.92,1.83
06-02-2019,113-7371771-1925810,3MM-1626W(C),,HUBER HEIGHTS,OH,1,18.89,15.28,3.61
06-02-2019,112-1242040-0412224,MDL-NON80328,,DARIEN,CT,1,9.9,9.33,0.57
06-02-2019,111-6309079-4181067,MOL-1443-1,,AUSTIN,TX,1,19,16.69,2.31
06-02-2019,113-3859693-1222653,3MM-2560(100),,RHINELANDER,WI,3,40.74,29.5,11.24
06-02-2019,114-7586434-1580240,3MM-2560(100),,BUFFALO,NY,1,13.58,11.49,2.09
06-02-2019,114-7337148-1525040,MOL-281000,,PROVIDENCE,RI,1,13.88,11.94,1.94
06-02-2019,113-0170958-9493021,MOL-295600,,FULLERTON,CA,1,42,38.55,3.45
06-02-2019,111-3287721-7296260,3MM-1626W(B),,Parkville,MO,1,20,16.01,3.99
06-02-2019,113-2800909-4725860,3MM-1626W(10),,Tacoma,WA,1,6.05,9.37,-3.32
06-02-2019,113-2800909-4725860,3MM-1626W(10),,Tacoma,WA,4,24.2,17.48,6.72
06-02-2019,113-6660681-7323424,MDL-NON80328,,HONOLULU,HI,1,9.9,9.33,0.57
06-02-2019,112-8683525-6089034,MDL-NON80328,,GREENSBORO,NC,1,9.9,9.33,0.57
06-02-2019,114-8570059-5113805,MDL-NON80328,,CINCINNATI,OH,1,9.9,13.32,-3.42
06-02-2019,113-1988089-1861030,3MM-2560(100),,EUGENE,OR,1,13.58,14.49,-0.91
06-02-2019,113-5885619-1420205,WEL-52432-U,,TROY,MI,2,73.6,69.38,4.22
06-02-2019,113-5885619-1420205,WEL-52432-U,,TROY,MI,1,36.8,24.21,12.59
06-02-2019,113-5885619-1420205,WEL-52432-U,,TROY,MI,1,36.8,24.21,12.59
06-02-2019,111-7063351-9777032,MOL-281000,,UMATILLA,FL,1,13.88,11.94,1.94
06-02-2019,113-8297544-9555435,3MM-2560(50),,SAN ANTONIO,TX,1,7.49,7.42,0.07
06-02-2019,113-4891672-0739411,SOT-160214,,MECHANICSBURG,PA,1,29.09,27.4,1.69
06-02-2019,112-6208207-4570608,3MM-1626W(B),,BRICK,NJ,1,20,16.01,3.99
06-02-2019,111-6626568-8865030,MDL-NON80328,,SAN ANTONIO,TX,1,9.9,9.33,0.57
06-02-2019,111-9039956-6994603,3MM-1624W,,BAKERSFIELD,CA,1,17.2,14.25,2.95
06-02-2019,112-8148546-8883441,SOT-140174,,NORTH ATTLEBORO,MA,1,44.97,33.35,11.62
06-02-2019,114-8618597-6616220,3MM-1626W(B),,newtown,PA,2,40,32.02,7.98
06-02-2019,114-9762074-6848208,MOL-295300,,JACKSONVILLE,FL,1,18.01,15.43,2.58
06-02-2019,111-4942183-3507407,MDL-NON80328,,SPRING,TX,1,9.9,9.33,0.57
06-02-2019,111-0417119-9868226,3MM-R1547(10),,South Riding,VA,1,7.05,5.81,1.24
06-02-2019,111-9253476-5947469,WEL-52432-U(34 PACK),,ELGIN,IL,1,9.21,3.35,5.86
06-02-2019,112-5393942-9593063,WEL-52434-U(850),,SALEM,OR,1,29.99,26.29,3.7
06-02-2019,111-8281827-4065824,MDL-NON80328,,BEND,OR,1,9.9,11.1,-1.2
06-02-2019,113-1706276-5673850,MDL-NON80328,,Hopkinsville,KY,1,9.9,9.33,0.57
06-02-2019,114-7398997-0067404,3MM-1626W(B),,san diego,CA,1,20,16.01,3.99
06-02-2019,114-5526239-3600246,WEL-24400U,,SYRACUSE,NY,2,15.5,11.52,3.98
06-02-2019,112-4409800-3421863,3MM-1626W(10),,Vista,CA,2,12.1,10.74,1.36
06-02-2019,111-0231030-8077073,MDL-NON80328,,MALDEN,MA,1,9.9,9.33,0.57
06-02-2019,111-4248182-4617848,SOT-140174,,GARDEN CITY,NY,1,44.97,33.35,11.62
06-02-2019,113-8046559-4293027,SOT-140176,,GILBERTSVILLE,PA,1,32.95,31.54,1.41
06-02-2019,113-5488050-9397806,3MM-1537,,SILVER SPRING,MD,1,19.58,14.05,5.53
06-02-2019,111-2727343-6598616,3MM-1626W-25 PACK,,DENVER,CO,3,31.05,11.88,19.17
06-02-2019,113-2612785-2784239,SOT-140174,,STAFFORD,VA,1,44.97,33.35,11.62
06-02-2019,113-0364167-2037074,MDL-NON80328,,GOLDEN,CO,1,9.9,9.33,0.57
06-02-2019,112-3831303-0150608,MDL-NON80328,,WALLINGFORD,PA,2,19.8,18.66,1.14
06-02-2019,113-9340039-6466658,TOR-MS407W(X3),,OLDSMAR,FL,1,33.96,26.66,7.3
06-02-2019,114-8129694-3293862,3MM-1626W-25 PACK,,MOUNT VERNON,OR,1,10.35,3.96,6.39
06-02-2019,112-9370589-0940230,3MM-1626W(C),,NINEVEH,IN,1,18.89,15.28,3.61
06-02-2019,111-6623089-2961007,WEL-52432-U,,COLUMBIA,MD,1,36.8,40.77,-3.97
06-02-2019,111-6623089-2961007,WEL-52432-U,,COLUMBIA,MD,1,36.8,24.21,12.59
06-02-2019,111-6623089-2961007,WEL-52432-U,,COLUMBIA,MD,1,36.8,24.21,12.59
06-02-2019,113-6377630-0363447,TOR-MS407W(X3),,Columbus,OH,1,33.96,31.75,2.21
06-02-2019,113-6377630-0363447,TOR-MS407W(X3),,Columbus,OH,1,33.96,21.57,12.39
06-02-2019,112-5055754-8196248,3MM-1537,,BROOKLYN,NY,1,19.58,14.05,5.53
06-02-2019,112-6587177-7510645,3MM-1626W(B),,HOPEWELL,VA,1,20,16.01,3.99
06-02-2019,113-0298605-6806644,3MM-1626W-25 PACK,,UPPER MARLBORO,MD,1,10.35,9.95,0.4
06-02-2019,114-4094375-4398627,SOT-166130,,HERMOSA BEACH,CA,1,95.99,68.48,27.51
06-02-2019,114-8252293-8028232,3MM-R1546(50),,Goldendale,WA,1,24.75,20.18,4.57
06-02-2019,111-9806340-9807428,MDL-NON80328,,CHATTANOOGA,TN,1,9.9,9.33,0.57
06-02-2019,113-8219426-1014668,MOL-1437-1,,Roslyn,PA,1,19.98,14.71,5.27
06-02-2019,113-8219426-1014668,MOL-1443-1,,Roslyn,PA,1,19,16.69,2.31
06-02-2019,112-6112458-2997863,MOL-281200-1,,LAS VEGAS,NV,1,13.5,11.7,1.8
06-02-2019,114-8249948-1113008,MDL-NON80328,,WASHINGTON,DC,1,9.9,9.33,0.57
